Consensus (automatic)	Assessment_1	Assessment_2	URL	Project	Method	Invariant_type	Invariant	Comments
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L60	metrics	Metrics.Json.JsonMeter.ToJsonObject()	post	Contract.ForAll(0, this.items.Count(), i => this.items[i].Equals(Contract.OldValue(this.items)[i]))	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L61	metrics	Metrics.Json.JsonMeter.ToJsonObject()	post	Contract.Result<Metrics.Json.JsonObject>() != null	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L62	metrics	Metrics.Json.JsonMeter.ToJsonObject()	post	this.items.Count() == 1	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L63	metrics	Metrics.Json.JsonMeter.ToJsonObject()	post	this.items != null	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L64	metrics	Metrics.Json.JsonMeter.ToJsonObject()	post	Contract.ForAll(this.items, x => x != null)	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L65	metrics	Metrics.Json.JsonMeter.ToJsonObject()	post	this.items == Contract.OldValue(this.items)	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L50	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	pre	this.m5Rate.alpha != elapsed	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L51	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	pre	this.m1Rate.alpha != elapsed	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L52	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	pre	elapsed >= 0.0	useful!
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L53	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	pre	this.m15Rate.interval != elapsed	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L54	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	pre	this.m15Rate.alpha != elapsed	
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L55	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.m1Rate == Contract.OldValue(this.m1Rate)	
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L56	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.m15Rate.rate == this.m1Rate.rate	also likely invalid
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L57	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.m1Rate.alpha != Contract.Result<double>()	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L58	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.count == Contract.OldValue(this.count)	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L59	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.m15Rate.alpha != Contract.OldValue(elapsed)	
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L60	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.m15Rate.rate == Contract.OldValue(this.m15Rate.rate)	
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L61	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.m15Rate.rate == Contract.OldValue(this.m1Rate.rate)	also likely invalid
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L62	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.m15Rate.uncounted == Contract.OldValue(this.m1Rate.uncounted)	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L63	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.count != null	weird that this is not a pre-condition
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/MeterMetric.cs#L64	metrics	Metrics.Core.MeterMetric.MeterWrapper.GetMeanRate(System.Double elapsed)	post	this.m15Rate.uncounted == Contract.OldValue(this.m15Rate.uncounted)	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L322	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	this._w != null	_w gets used downtream in another "factory" (line 362)
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L323	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	wTimeout != null	ditto
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L324	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	wTimeout._hasValue == true	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L325	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	w == 1	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L326	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	this._wTimeout != null	line 363
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L327	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	this._fsync != null	used line 364
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L328	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	this._fsync == fsync._value	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L329	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	wTimeout._hasValue == fsync._hasValue	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L330	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	fsync != null	line 365
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L331	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	pre	this._wTimeout == wTimeout._value	checked in if conditions
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L332	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	this._w == Contract.OldValue(this._w)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L333	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	this._fsync == Contract.OldValue(journal._value)	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L334	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	wTimeout._hasValue == journal._hasValue	it appears that the default values guarantee that both are true?
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L335	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	this._wTimeout == Contract.Result<MongoDB.Driver.WriteConcern>()._wTimeout	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L336	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	Contract.Result<MongoDB.Driver.WriteConcern>() != null	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L337	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	this._wTimeout == Contract.OldValue(wTimeout._value)	replaces doesn't change anything, just checks if the values exist and are the same
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L338	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	this._fsync == Contract.OldValue(fsync._value)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L339	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	wTimeout._hasValue == Contract.OldValue(fsync._hasValue)	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L340	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	this._wTimeout == Contract.OldValue(this._wTimeout)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/WriteConcern.cs#L341	mongo-csharp-driver	MongoDB.Driver.WriteConcern.With(System.Int32 w, MongoDB.Driver.Optional`1<System.TimeSpan?> wTimeout, MongoDB.Driver.Optional`1<System.Boolean?> fsync, MongoDB.Driver.Optional`1<System.Boolean?> journal)	post	this._fsync == journal._value	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L66	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description._maxBatchCount == 1000	ConnectionDescription retrieves this from IsMasterResult, which has 1000 only as default value, see: https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Connections/IsMasterResult.cs#L94
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L67	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description._serverVersion._minor == 6	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L68	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	connection != null	R1: first line checks this | R2: exactly, so the first line states a precondition
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L69	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description._maxMessageSize == 16000000	similar; can be different in IsMasterResult
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L70	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description._serverVersion != null	based on BuildInfoResult, though description is never used in the method
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L71	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description._maxDocumentSize == 4194304	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L72	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description._connectionId._serverId != null	presumably
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L73	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description != null	R1: second line checks this | R2: exactly, so the second line states a precondition
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L74	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description._connectionId._localValue == 19	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L75	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	pre	description._serverVersion._preRelease == null	R1: presumably | R2: not necessarily
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L76	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._serverVersion._minor == Contract.OldValue(description._serverVersion._minor)	not useful
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L77	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._isMasterResult._wrapped != null	checked in IsMasterResult constructor
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L78	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._serverVersion._minor == 6	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L79	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._connectionId._hashCode == -2061634140	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L80	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._connectionId._serverValue == null	nullable, but not necessarily null (https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Connections/ConnectionId.cs)
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L81	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	this._username.Equals(Contract.OldValue(this._username))	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L82	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._maxBatchCount == Contract.OldValue(description._maxBatchCount)	not useful
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L83	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._isMasterResult._wrapped == Contract.OldValue(description._isMasterResult._wrapped)	not useful
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L84	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._connectionId._localValue == Contract.OldValue(description._connectionId._localValue)	not useful
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Authentication/MongoDBX509Authenticator.cs#L85	mongo-csharp-driver	MongoDB.Driver.Core.Authentication.MongoDBX509Authenticator.AuthenticateAsync(MongoDB.Driver.Core.Connections.IConnection connection, MongoDB.Driver.Core.Connections.ConnectionDescription description, System.Threading.CancellationToken cancellationToken)	post	description._connectionId._hashCode == Contract.OldValue(description._connectionId._hashCode)	not useful
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L44	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	this._id._increment == this._id._machine	CompareTo for ObjectId only looks at 3 fields, _a, _b, and _c, all as uint
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L45	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	this._id._increment == this._id._timestamp	
